2026-02-01 00:00:05 | ERROR | search | Unhandled exception type=ValueError message=unexpected None (env=prod, region=ap-southeast-1, ip=17.27.69.161, request_id=tyjcj90h9zfswx73, trace_id=jdsmnw6y8xds3ot3vizkp9cc, ua="curl/8.4.0")
2026-02-01 04:19:27 | ERROR | payments | Upstream service unavailable dependency=stripe (env=dev, region=ap-southeast-1, ip=24.196.172.171, request_id=jx1xstdgtm7ki39j, trace_id=l3fhzqvz2kphgaclgyi6kyi0, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 04:19:34 | ERROR | db | Write operation failed: storage quota exceeded bucket=prod-backups (env=prod, region=us-east-1, ip=146.74.36.185, request_id=ls0zf5ek9y4w6feh, trace_id=fepsrhox77h90zkcq6buiihx, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 04:19:37 | ERROR | storage | Payment gateway returned 503 provider=paypal (env=staging, region=me-south-1, ip=72.254.128.249, request_id=1cl6kuoqwu3pj75f, trace_id=azfhwzmwbv20gwp0yfqc0e0x, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 04:19:50 | ERROR | email | Worker crashed: out of memory rss_mb=4942 (env=dev, region=ap-southeast-1, ip=136.123.235.214, request_id=br7e1pkr2zfou0z3, trace_id=6s2m42cb6eet8xdpo5loukrq, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 04:20:02 | ERROR | storage | Connection refused dependency=stripe (env=prod, region=eu-west-1, ip=125.61.48.55, request_id=fi19r07mnxrgbjpg, trace_id=m4f3m0gqw7gz5jsnrntu7vjo, ua="PostmanRuntime/7.36.0")
2026-02-01 04:20:49 | ERROR | payments | Data validation error: missing required field field=sku (env=dev, region=us-east-1, ip=225.99.21.56, request_id=hqcjktxxlgwmzrd2, trace_id=60rkbsq72xfe5xnt79kw4w9r, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 04:20:53 | ERROR | scheduler | Write operation failed: storage quota exceeded bucket=staging-uploads (env=prod, region=me-south-1, ip=65.6.6.44, request_id=eamyysqt9csrvlq1, trace_id=yxudebb7aunjk9t65718ezvh, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 04:21:08 | ERROR | scheduler | Service dependency not responding dependency=stripe (env=prod, region=us-east-1, ip=122.86.188.165, request_id=nwhwz69xqrrfvd56, trace_id=26670c5nssfei7oxfhhk75zt, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 04:21:12 | ERROR | api | Write operation failed: storage quota exceeded bucket=staging-uploads (env=prod, region=ap-southeast-1, ip=151.247.85.52, request_id=20hzlp848twc33xj, trace_id=95zky2wcihx8y5l55p7o2bt2, ua="curl/8.4.0")
2026-02-01 04:21:55 | ERROR | billing | Unhandled exception type=RateLimitError message=invalid format (env=staging, region=us-east-1, ip=74.81.119.174, request_id=or2tiyp31mo9neqz, trace_id=9iv3mv6w2yg7pgzgzglr6841, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 04:21:57 | ERROR | gateway | DB timeout while fetching user profile user_id=7428 (env=prod, region=us-east-1, ip=98.149.55.253, request_id=dy7mg7u9q81kflib, trace_id=b8ibyq998h74vxonfx5o9hch, ua="PostmanRuntime/7.36.0")
2026-02-01 04:22:03 | ERROR | orders | Connection refused dependency=stripe (env=staging, region=me-south-1, ip=121.92.77.112, request_id=9sx2d1zff4cg49ei, trace_id=kdok0wfarxyqrdqkttareias, ua="PostmanRuntime/7.36.0")
2026-02-01 04:22:05 | ERROR | gateway | DB timeout while fetching user profile user_id=6237 (env=dev, region=me-south-1, ip=93.243.31.15, request_id=rj3ktmyxhoz7jtv9, trace_id=j56wi3pke88ez7rbl5i2i4ux, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 04:22:09 | ERROR | payments | Connection refused dependency=kms (env=dev, region=ap-southeast-1, ip=69.222.75.136, request_id=8rv1qh1626p1cips, trace_id=rexav2qlyuoj74oz9augojyc, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 04:22:11 | ERROR | orders | Worker crashed: out of memory rss_mb=1353 (env=prod, region=eu-west-1, ip=199.81.234.19, request_id=ui9f0ziloqxbvwdc, trace_id=6aj2yx567adfcgw4cuqpv4kn, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 04:22:23 | ERROR | cdn | Write operation failed: storage quota exceeded bucket=prod-backups (env=prod, region=us-east-1, ip=127.11.208.168, request_id=3od5kg5c83dnl59t, trace_id=z6e0dm1lm74ojj7qpk31ccwb, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 04:22:40 | ERROR | email | Connection refused dependency=orders-api (env=prod, region=us-east-1, ip=90.9.25.200, request_id=ee6wsyef8d26aopp, trace_id=xw4sewnfoyjcovba9h69t90c, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 04:22:42 | ERROR | gateway | Service dependency not responding dependency=search-index (env=prod, region=me-south-1, ip=16.12.184.167, request_id=03ndhbk7bwrlrhq7, trace_id=p16uyampa28e0ra1y41hw7kj, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 04:22:46 | ERROR | kms | Connection refused dependency=email-smtp (env=prod, region=eu-west-1, ip=4.17.240.191, request_id=yowvhgiizeq4qfbu, trace_id=sg8odz36jzpt3itblpxg0coj, ua="PostmanRuntime/7.36.0")
2026-02-01 04:22:51 | ERROR | frontend | Service dependency not responding dependency=stripe (env=staging, region=eu-west-1, ip=26.67.64.140, request_id=wgxk4r3lvq71kq0b, trace_id=x35ja6xxlkx43l7kyh5wmxw3, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 04:23:09 | ERROR | scheduler | Upstream service unavailable dependency=orders-api (env=prod, region=us-east-1, ip=227.197.23.186, request_id=79qffxtlnuj62z5w, trace_id=11fe148alptr1dw9vaxfxg65, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 04:23:41 | ERROR | inventory | Write operation failed: storage quota exceeded bucket=prod-backups (env=prod, region=eu-west-1, ip=148.200.65.239, request_id=n5q91pltf2ilptly, trace_id=bb8izdlgq9z5u89ln0qhza0p, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 04:23:51 | ERROR | email | Unhandled exception type=TimeoutError message=invalid format (env=prod, region=us-east-1, ip=141.179.187.121, request_id=vya5owjemkbgtywx, trace_id=y4ypuc21i63mmowja5srs59y, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 04:23:55 | ERROR | scheduler | Authentication failed due to invalid token user_id=6890 (env=prod, region=ap-southeast-1, ip=75.227.164.70, request_id=o4t8zd99vh3t3xzl, trace_id=rqf547rcajgqkwalj2v5d01t, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 04:24:17 | ERROR | billing | Data validation error: missing required field field=amount (env=prod, region=us-east-1, ip=241.36.243.32, request_id=rd4rum723x22brvx, trace_id=d59krk863bdnqwowlss9z5ja, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 04:24:40 | ERROR | orders | DB timeout while fetching user profile user_id=3565 (env=prod, region=ap-southeast-1, ip=146.232.180.39, request_id=kexxo21inpn3dsg7, trace_id=c8ecu8cv59r4obqrskknj0po, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 04:24:45 | ERROR | profile | DB timeout while fetching user profile user_id=5894 (env=prod, region=eu-west-1, ip=120.187.251.248, request_id=wf4ajzf1io3wzbis, trace_id=ncs6zb0z8mo37qqf91qymzfx, ua="PostmanRuntime/7.36.0")
2026-02-01 04:25:01 | ERROR | scheduler | Write operation failed: storage quota exceeded bucket=prod-uploads (env=staging, region=eu-west-1, ip=36.21.249.203, request_id=ety6lf0rvnm5ttlz, trace_id=hmpz2ex5p992m6u9lbo47a1j, ua="PostmanRuntime/7.36.0")
2026-02-01 04:25:11 | ERROR | kms | DB timeout while fetching user profile user_id=4975 (env=prod, region=us-east-1, ip=127.16.67.82, request_id=gwi2inj0dae4bgtd, trace_id=recxrt21xoyoxjvwdwqvugvc, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 04:25:20 | ERROR | db | Payment gateway returned 400 provider=stripe (env=prod, region=me-south-1, ip=37.120.120.127, request_id=naa1x04e6vhslr8f, trace_id=8s6rcwg3sgo24ixfnpdwl19o, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 04:25:26 | ERROR | profile | Unhandled exception type=IOError message=permission denied (env=prod, region=us-east-1, ip=86.62.126.160, request_id=ukoyivp5dh36qtca, trace_id=9vpnj0ep8c2yyju0oumnmhce, ua="curl/8.4.0")
2026-02-01 04:25:41 | ERROR | inventory | Unhandled exception type=ValueError message=index out of range (env=dev, region=us-east-1, ip=242.17.190.128, request_id=7i9ws0kxja9tfm7j, trace_id=xa6ogufd7dav2abf1iart1ig, ua="curl/8.4.0")
2026-02-01 04:26:06 | ERROR | worker | Payment gateway returned 400 provider=paypal (env=dev, region=me-south-1, ip=244.109.72.132, request_id=iizez4jikuztdyj3, trace_id=vtrdfva79i2yfx69rrbhln1h, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 04:26:12 | ERROR | cache | DB timeout while fetching user profile user_id=1039 (env=prod, region=us-east-1, ip=212.210.150.224, request_id=12hpbn1oph13455h, trace_id=ywc5d3svwgpicvc20c6oagpz, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 04:26:41 | ERROR | email | Data validation error: missing required field field=sku (env=prod, region=me-south-1, ip=156.156.42.209, request_id=ol93fp66cl9qx1jq, trace_id=i9ejz9bpdm66uxgp7st0uvyn, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 04:26:43 | ERROR | auth | Write operation failed: storage quota exceeded bucket=prod-uploads (env=staging, region=eu-west-1, ip=241.56.2.184, request_id=0w6socknfdhsjax4, trace_id=a75gaiyoko0o0bw1ayqchufn, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 04:27:22 | ERROR | api | Unhandled exception type=ConnectionError message=invalid format (env=prod, region=me-south-1, ip=137.53.10.251, request_id=q74v5r0kbv6efoxa, trace_id=4ew8pfgzwbng4hsgbnk83gy8, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 04:27:26 | ERROR | orders | Worker crashed: out of memory rss_mb=1313 (env=staging, region=me-south-1, ip=98.158.159.184, request_id=uo68p148of7mwgqd, trace_id=5lecrhj3bamfotnwl0jdc7kk, ua="curl/8.4.0")
2026-02-01 04:27:37 | ERROR | scheduler | Payment gateway returned 401 provider=paypal (env=prod, region=me-south-1, ip=141.79.6.197, request_id=wfg82yz7zy685kc3, trace_id=id3sfo0zllssfyaftmhyre0d, ua="curl/8.4.0")
2026-02-01 04:27:50 | ERROR | search | Service dependency not responding dependency=redis (env=dev, region=ap-southeast-1, ip=156.254.132.174, request_id=wkby39b8wd0l94um, trace_id=ocu9h78qoyb78y42k5blnt20, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 04:27:51 | ERROR | billing | Worker crashed: out of memory rss_mb=7027 (env=prod, region=me-south-1, ip=56.177.252.82, request_id=i98c3ensu25ypot4, trace_id=aurisa6l1k2jmqzkp9hmfsdm, ua="PostmanRuntime/7.36.0")
2026-02-01 04:28:07 | ERROR | storage | Worker crashed: out of memory rss_mb=6858 (env=prod, region=eu-west-1, ip=205.192.108.213, request_id=14oo5u9vwbx5ctom, trace_id=lh4gs92j14f272h2xfvrx9yj, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 04:28:11 | ERROR | kms | DB timeout while fetching user profile user_id=3772 (env=prod, region=ap-southeast-1, ip=197.215.236.138, request_id=lj3edm9gfdd8txx1, trace_id=dyqx5e8mjkjvbkyjid4x9f3w, ua="PostmanRuntime/7.36.0")
2026-02-01 04:28:21 | ERROR | worker | Write operation failed: storage quota exceeded bucket=staging-uploads (env=prod, region=eu-west-1, ip=136.104.189.128, request_id=6vsbym1ugix0ysbv, trace_id=2sa6eyov180f5ij2ajm0if4o, ua="PostmanRuntime/7.36.0")
2026-02-01 04:28:32 | ERROR | cache | Upstream service unavailable dependency=kms (env=prod, region=ap-southeast-1, ip=68.181.68.47, request_id=g7fln7zp0do7hktx, trace_id=v7ud0mtvjt5izmkltioa03vs, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 04:28:34 | ERROR | profile | Write operation failed: storage quota exceeded bucket=prod-uploads (env=dev, region=ap-southeast-1, ip=57.95.210.101, request_id=0h0tvm7xtpc8m081, trace_id=p477vydl0xhflim879fukzsd, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 04:28:38 | ERROR | kms | Connection refused dependency=orders-api (env=prod, region=us-east-1, ip=244.211.217.232, request_id=j7ghhdaneq17ceyd, trace_id=qid5gdn65tnfcts8657ecclf, ua="PostmanRuntime/7.36.0")
2026-02-01 04:28:39 | ERROR | analytics | Write operation failed: storage quota exceeded bucket=staging-uploads (env=prod, region=us-east-1, ip=158.147.71.163, request_id=cvux121cx1brzqry, trace_id=wfbniph5pto7damyiqflwiu8, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 04:28:43 | ERROR | kms | DB timeout while fetching user profile user_id=9583 (env=prod, region=ap-southeast-1, ip=1.229.2.227, request_id=kirhuvy6230pc5lo, trace_id=h8qa95czwahgphcwvbpkx10t, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 04:29:00 | ERROR | gateway | DB timeout while fetching user profile user_id=2997 (env=prod, region=us-east-1, ip=101.87.165.204, request_id=6foozt6pppj9ucrx, trace_id=at6xrunbn66vg38bf3fhi0ci, ua="curl/8.4.0")
2026-02-01 04:29:04 | ERROR | db | Unhandled exception type=RuntimeError message=permission denied (env=dev, region=us-east-1, ip=161.125.40.88, request_id=hjsgcg9zau0oxceh, trace_id=a77ym3uti2fggrzwtkr8v0l4, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 04:29:05 | ERROR | api | Data validation error: missing required field field=currency (env=dev, region=ap-southeast-1, ip=199.244.214.161, request_id=dtk6kzw7zs6bnrtj, trace_id=spdktf9x2zhqxjsycsbxm1e8, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 04:29:10 | ERROR | kms | Unhandled exception type=PermissionError message=permission denied (env=staging, region=eu-west-1, ip=183.220.44.68, request_id=vgh7dun1kwi7f9ih, trace_id=g2u12842go8n1cxn43c86ppr, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 04:29:17 | ERROR | scheduler | Authentication failed due to invalid token user_id=2772 (env=prod, region=us-east-1, ip=155.17.23.218, request_id=513koc8zzbjo4ce6, trace_id=59uy2kdu4ogahgwf5dba3wyx, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 04:29:28 | ERROR | notifications | Write operation failed: storage quota exceeded bucket=prod-backups (env=dev, region=ap-southeast-1, ip=246.193.8.44, request_id=q0ses1truqdp1vi1, trace_id=jdcvceaasb9iv5uyd1f7t5pe, ua="PostmanRuntime/7.36.0")
2026-02-01 04:30:03 | ERROR | scheduler | Upstream service unavailable dependency=email-smtp (env=prod, region=me-south-1, ip=183.234.200.95, request_id=i84tqrfooac82wcl, trace_id=5lcw6nbmowd80kxybpbqevpo, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 04:30:26 | ERROR | notifications | Payment gateway returned 500 provider=stripe (env=staging, region=ap-southeast-1, ip=124.169.48.103, request_id=vy7l5f720uxnos5r, trace_id=cgu9rwnj8jyv25i64pxgukbn, ua="curl/8.4.0")
2026-02-01 04:30:30 | ERROR | kms | Service dependency not responding dependency=payments-api (env=prod, region=ap-southeast-1, ip=212.5.35.165, request_id=pjucxdhesqhyjq3u, trace_id=96czi4bsawn6eqqhjuos1gnw, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 04:30:32 | ERROR | cdn | Connection refused dependency=email-smtp (env=prod, region=us-east-1, ip=84.65.241.42, request_id=265a34z78wl3re05, trace_id=m95557g3vpqszii37szni6cx, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 04:30:40 | ERROR | gateway | Write operation failed: storage quota exceeded bucket=prod-backups (env=prod, region=me-south-1, ip=249.2.12.130, request_id=n7yl6ny62n85ut3e, trace_id=9r66du2b89gl7p16u1rcwn8d, ua="PostmanRuntime/7.36.0")
2026-02-01 04:30:47 | ERROR | profile | DB timeout while fetching user profile user_id=3638 (env=prod, region=us-east-1, ip=251.168.107.18, request_id=gbpz33kivm0mukho, trace_id=7gjho70rl22j6y5mrawgcu91, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 04:30:55 | ERROR | profile | Connection refused dependency=cdn-edge (env=staging, region=ap-southeast-1, ip=103.39.70.162, request_id=9yq3r1lij15dnd0c, trace_id=vqls87jdwujpwoi5a39jvj3g, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 04:30:56 | ERROR | scheduler | Write operation failed: storage quota exceeded bucket=prod-backups (env=prod, region=eu-west-1, ip=109.36.224.206, request_id=3b6xawxe9elbkj5b, trace_id=le2bg5g5y5ai84ubhicybv73, ua="PostmanRuntime/7.36.0")
2026-02-01 04:31:01 | ERROR | payments | Unhandled exception type=TimeoutError message=null value (env=dev, region=us-east-1, ip=84.245.96.119, request_id=n7eeif3mu8tcckv0, trace_id=29sblr5piup4pfsd621i68b0, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 04:31:06 | ERROR | orders | DB timeout while fetching user profile user_id=6014 (env=prod, region=me-south-1, ip=210.190.221.96, request_id=ugmqf3huezg969hk, trace_id=gkhll22acbge1plyqp956gv0, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 04:31:09 | ERROR | payments | Worker crashed: out of memory rss_mb=5874 (env=dev, region=eu-west-1, ip=70.207.128.40, request_id=vvs62lldfw1gq4cj, trace_id=i1sb00oac4n59cgm9trb71cu, ua="curl/8.4.0")
2026-02-01 04:31:15 | ERROR | payments | Connection refused dependency=search-index (env=dev, region=ap-southeast-1, ip=222.209.253.122, request_id=s13i3pulxasjmxn6, trace_id=9mzm5mtv45l0jqqwg72p502r, ua="curl/8.4.0")
2026-02-01 04:31:35 | ERROR | payments | Service dependency not responding dependency=email-smtp (env=prod, region=me-south-1, ip=123.237.116.88, request_id=y84iir6fvttc312j, trace_id=bateq7kzh6loq86h45e0exsf, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 04:31:36 | ERROR | cache | Worker crashed: out of memory rss_mb=797 (env=staging, region=eu-west-1, ip=244.58.125.168, request_id=aznhl22pwd0qg03z, trace_id=i5lemf70f1ujo5988zq88r1u, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 04:32:33 | ERROR | inventory | Authentication failed due to invalid token user_id=8486 (env=staging, region=me-south-1, ip=1.18.135.74, request_id=h5p7hxn6cqln7dun, trace_id=e7soiiey1k7x1rxi7c17dc59, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 04:32:47 | ERROR | frontend | Authentication failed due to invalid token user_id=2250 (env=prod, region=eu-west-1, ip=217.207.100.171, request_id=866vuav5al7cleoi, trace_id=kuatspe6nz0np0mnvqqz7zk9, ua="curl/8.4.0")
2026-02-01 04:32:56 | ERROR | orders | Data validation error: missing required field field=email (env=staging, region=us-east-1, ip=110.82.159.192, request_id=hse22jeen7la528x, trace_id=d500r2eaeujnmzd67ew9yl9b, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 04:33:21 | ERROR | auth | Data validation error: missing required field field=user_id (env=prod, region=me-south-1, ip=123.2.215.7, request_id=6ki8uz3z1xhxnn29, trace_id=70wytzxfii3vyn00269ejya0, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 04:33:23 | ERROR | analytics | Unhandled exception type=PermissionError message=invalid format (env=staging, region=me-south-1, ip=64.24.25.70, request_id=lyus60i9jfggf9r7, trace_id=ga5qvu9yysm28cj9n38r5mrd, ua="PostmanRuntime/7.36.0")
2026-02-01 04:33:45 | ERROR | db | Service dependency not responding dependency=s3 (env=staging, region=eu-west-1, ip=20.50.111.8, request_id=ggc1akosp9o3d63l, trace_id=bj8263voynzdehjuvs4csqp3, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 04:33:55 | ERROR | kms | Unhandled exception type=IOError message=unexpected None (env=prod, region=eu-west-1, ip=38.78.157.156, request_id=xwmr8vku1q1dachx, trace_id=yhjekv753vhudrcqdsh1neh9, ua="PostmanRuntime/7.36.0")
2026-02-01 04:34:18 | ERROR | api | Worker crashed: out of memory rss_mb=4408 (env=prod, region=eu-west-1, ip=221.200.110.23, request_id=8v66dsuon04d3utb, trace_id=1dxnheqqjqc92ygai30wqgmj, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 04:34:22 | ERROR | search | Write operation failed: storage quota exceeded bucket=staging-uploads (env=staging, region=me-south-1, ip=97.51.87.231, request_id=ezxoy8yvo9r18yhn, trace_id=qz6ldtzdq3m5kb4860rq2zev, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 04:34:34 | ERROR | db | Authentication failed due to invalid token user_id=4968 (env=prod, region=ap-southeast-1, ip=62.182.233.138, request_id=9xfg00722lk63u1w, trace_id=4uhv8n271lc4j8r8t94qm3ky, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 04:34:36 | ERROR | payments | DB timeout while fetching user profile user_id=4467 (env=prod, region=eu-west-1, ip=200.195.106.175, request_id=nsr9ysd9swnh4siy, trace_id=z413q8zo7bx2zjydoccdxajv, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 04:34:38 | ERROR | payments | Worker crashed: out of memory rss_mb=4916 (env=prod, region=eu-west-1, ip=125.141.124.237, request_id=ayi7rdu69by36zkk, trace_id=iztp0d6flix6wnfsylg1rrxj, ua="PostmanRuntime/7.36.0")
2026-02-01 04:34:58 | ERROR | email | Unhandled exception type=RateLimitError message=unexpected None (env=prod, region=ap-southeast-1, ip=207.5.39.29, request_id=12cds95j2tq4f3ff, trace_id=hekl61t3kax3arvyquki1maq, ua="curl/8.4.0")
2026-02-01 04:35:11 | ERROR | gateway | Unhandled exception type=RateLimitError message=permission denied (env=dev, region=eu-west-1, ip=186.251.184.128, request_id=itu74hq83y1j04m8, trace_id=9p4oiybdksdxtkq79cee0vj7, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 04:35:17 | ERROR | search | Connection refused dependency=payments-api (env=prod, region=me-south-1, ip=181.64.162.91, request_id=j4frd5ytprnzvw5r, trace_id=zysohefunm5d9f9znlndyh6b, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 04:35:24 | ERROR | kms | Unhandled exception type=RateLimitError message=null value (env=dev, region=me-south-1, ip=24.242.63.212, request_id=gw02tbc75szmegpw, trace_id=98ozonq6p3khl30v0b6kp942, ua="curl/8.4.0")
2026-02-01 04:35:48 | ERROR | inventory | Data validation error: missing required field field=address (env=prod, region=me-south-1, ip=8.92.38.190, request_id=0df4ipiq9msyr2ls, trace_id=ia3g6gz7mc62zggur2uxl0sg, ua="curl/8.4.0")
2026-02-01 04:36:09 | ERROR | orders | Worker crashed: out of memory rss_mb=6879 (env=prod, region=eu-west-1, ip=158.170.23.167, request_id=58wja9o1ffehocsk, trace_id=jrrcgdomy0pq5uzq0psr6nov, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 04:36:10 | ERROR | scheduler | Authentication failed due to invalid token user_id=3953 (env=prod, region=me-south-1, ip=237.174.58.41, request_id=dauga43rdo5g5irv, trace_id=wtt1iu9zcrhcvz3k1sdwuww0, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 04:36:16 | ERROR | db | DB timeout while fetching user profile user_id=6023 (env=prod, region=me-south-1, ip=178.247.18.183, request_id=h63b980lcs3mth0s, trace_id=wlcikx66c8ef8gax5ovs433q, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 04:36:24 | ERROR | cdn | Data validation error: missing required field field=sku (env=prod, region=eu-west-1, ip=28.12.240.253, request_id=gsnzqtt8bzx0e1e0, trace_id=49j4sds3h3jra7na1ep7296s, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 04:36:41 | ERROR | profile | Connection refused dependency=email-smtp (env=prod, region=me-south-1, ip=246.218.131.219, request_id=5h6s32alvjfnctia, trace_id=nwqyycpfscdm1ir5iqm6et5n, ua="PostmanRuntime/7.36.0")
2026-02-01 04:36:46 | ERROR | inventory | Connection refused dependency=kms (env=prod, region=ap-southeast-1, ip=209.22.14.213, request_id=pd2iabrn3zcwp85u, trace_id=exmksr5musjhizho84merp5y, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 04:37:06 | ERROR | api | Service dependency not responding dependency=redis (env=staging, region=us-east-1, ip=122.141.184.24, request_id=2181cdi73nj1wt5j, trace_id=9wxzkrn89kf80i4fld8suylk, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 04:37:58 | ERROR | payments | Data validation error: missing required field field=email (env=dev, region=ap-southeast-1, ip=5.249.198.203, request_id=xqufvl4iuz7644jx, trace_id=pc93o8i677a6oqy8kpfb0x1t, ua="PostmanRuntime/7.36.0")
2026-02-01 04:38:01 | ERROR | scheduler | Unhandled exception type=TimeoutError message=null value (env=staging, region=eu-west-1, ip=182.243.219.9, request_id=xhh6vs5kaea58718, trace_id=iqu9634sgktspc59qbslyfkv, ua="PostmanRuntime/7.36.0")
2026-02-01 04:38:07 | ERROR | cdn | Authentication failed due to invalid token user_id=9375 (env=prod, region=eu-west-1, ip=32.59.195.221, request_id=219n4d7y0kjro2fz, trace_id=etz7u580gvkfhjeb9cv9icax, ua="PostmanRuntime/7.36.0")
2026-02-01 04:39:24 | ERROR | worker | Connection refused dependency=search-index (env=dev, region=eu-west-1, ip=66.198.167.222, request_id=qu3otzm1vcs4pbpt, trace_id=2g20mqri3dmtudn9rdc63m8w, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 04:39:44 | ERROR | auth | Unhandled exception type=MemoryError message=null value (env=staging, region=us-east-1, ip=15.172.72.53, request_id=kajfn9vm96srqlpk, trace_id=am8ma38cl1g9ozqh7eifjemg, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 04:39:53 | ERROR | storage | Worker crashed: out of memory rss_mb=6157 (env=dev, region=ap-southeast-1, ip=12.170.160.204, request_id=4rq4kvp0zioykrhk, trace_id=6f7sqjxin3229sylgls021fh, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
